chr1	start1	end1	chr2	start2	end2	H3K27Ac_WT_FITHICHIP.10K.P2AS.NOVA_ChIPCov1	H3K27Ac_WT_FITHICHIP.10K.P2AS.NOVA_ChIPCov2	H3K27AC_IKDN_FITHICHIP.10K.P2AS.NOVA_ChIPCov1	H3K27AC_IKDN_FITHICHIP.10K.P2AS.NOVA_ChIPCov2	Bin1_Label	Bin2_Label	H3K27Ac_WT_FITHICHIP.10K.P2AS.NOVA_R1_RawCC	H3K27Ac_WT_FITHICHIP.10K.P2AS.NOVA_R1_QVal	H3K27Ac_WT_FITHICHIP.10K.P2AS.NOVA_R2_RawCC	H3K27Ac_WT_FITHICHIP.10K.P2AS.NOVA_R2_QVal	H3K27AC_IKDN_FITHICHIP.10K.P2AS.NOVA_R1_RawCC	H3K27AC_IKDN_FITHICHIP.10K.P2AS.NOVA_R1_QVal	H3K27AC_IKDN_FITHICHIP.10K.P2AS.NOVA_R2_RawCC	H3K27AC_IKDN_FITHICHIP.10K.P2AS.NOVA_R2_QVal	logFC	logCPM	pvalue	FDR	FDR_IHW	H3K27Ac_WT_FITHICHIP.10K.P2AS.NOVA_SigRepl	H3K27AC_IKDN_FITHICHIP.10K.P2AS.NOVA_SigRepl	Label_Anch1	Gene_Anch1	PromType_Anch1	EnhType_Anch1	Label_Anch2	Gene_Anch2	PromType_Anch2	EnhType_Anch2	id
chr3	51790000	51800000	chr3	52200000	52210000	888.5	138.5	575.5	122	LD	LD	30	1	15	1	93	0	64	0	-1.891131305	0.057355675	8.18201e-07	0.000122825	5.34884e-05	0	2	P	Maml3	CTCF_pos	NA	E		NA	Active_CTCF_pos	chr3-51790000-51800000-chr3-52200000-52210000
chr3	51790000	51800000	chr3	52240000	52250000	888.5	201	575.5	152	LD	LD	18	1	0	1	66	0	44	1.52186e-09	-2.673226057	-0.560671804	4.51205e-08	9.36483e-06	4.07822e-06	0	2	P	Maml3	CTCF_pos	NA	P	Olfr1398-ps1	CTCF_pos	NA	chr3-51790000-51800000-chr3-52240000-52250000
chr3	51790000	51800000	chr3	53460000	53470000	888.5	1283.5	575.5	1446	LD	ND	7	1	13	0.091410902	20	6.51982e-06	16	0.000244236	-0.946057935	-1.686003021	0.15973437	0.78174212	0.589460372	0	2	P	Maml3	CTCF_pos	NA	P	Nhlrc3,Proser1	CTCF_pos	NA	chr3-51790000-51800000-chr3-53460000-53470000
chr3	51800000	51810000	chr3	52190000	52200000	160.5	1376	153	1590.5	LD	LD	60	1	53	1	103	0.001191866	102	0	-0.942961465	0.665891698	0.002439834	0.097770456	0.042584095	0	2	E		NA	Active_CTCF_neg	P	Gm37170	CTCF_pos	NA	chr3-51800000-51810000-chr3-52190000-52200000
chr3	51860000	51870000	chr3	52100000	52110000	241	2306	199	2372	LD	LD	135	1	100	1	118	4e-17	130	1.28e-15	-0.153269411	1.245342574	0.564614663	0.78174212	0.935910278	0	2	P	Gm38000	CTCF_neg	NA	P	Maml3	CTCF_pos	NA	chr3-51860000-51870000-chr3-52100000-52110000
chr3	51860000	51870000	chr3	52190000	52200000	241	1376	199	1590.5	LD	LD	47	1	65	1	84	3e-17	97	0	-0.777432421	0.540004749	0.015566026	0.362654739	0.140247575	0	2	P	Gm38000	CTCF_neg	NA	P	Gm37170	CTCF_pos	NA	chr3-51860000-51870000-chr3-52190000-52200000
chr3	51900000	51910000	chr3	52100000	52110000	203.5	2306	198	2372	LD	LD	151	1	91	1	100	2.30814e-07	152	0	-0.113108453	1.270297475	0.668983885	0.848362262	0.979790333	0	2	P	Gm10728	CTCF_neg	NA	P	Maml3	CTCF_pos	NA	chr3-51900000-51910000-chr3-52100000-52110000
chr3	51900000	51910000	chr3	52190000	52200000	203.5	1376	198	1590.5	LD	LD	58	1	59	1	97	0	74	2.48549e-11	-0.647633456	0.529432971	0.044156842	0.664700938	0.289659467	0	2	P	Gm10728	CTCF_neg	NA	P	Gm37170	CTCF_pos	NA	chr3-51900000-51910000-chr3-52190000-52200000
chr3	52000000	52010000	chr3	52240000	52250000	2010	201	2101	152	LD	LD	55	1	41	1	56	0.001711945	56	0.003815249	-0.302694673	0.06457756	0.409079517	0.78174212	0.89084861	0	2	P	Gm37465	CTCF_pos	NA	P	Olfr1398-ps1	CTCF_pos	NA	chr3-52000000-52010000-chr3-52240000-52250000
chr3	52010000	52020000	chr3	52100000	52110000	222.5	2306	211	2372	LD	LD	336	1	223	1	308	0	321	0	-0.246346835	2.533884992	0.221578846	0.78174212	0.712425658	0	2	E		NA	Active_CTCF_neg	P	Maml3	CTCF_pos	NA	chr3-52010000-52020000-chr3-52100000-52110000
chr3	52010000	52020000	chr3	52190000	52200000	222.5	1376	211	1590.5	LD	LD	117	1	129	1	195	0	137	6.6e-16	-0.539928848	1.515434936	0.031791369	0.551888917	0.220000025	0	2	E		NA	Active_CTCF_neg	P	Gm37170	CTCF_pos	NA	chr3-52010000-52020000-chr3-52190000-52200000
chr3	52100000	52110000	chr3	52930000	52940000	2306	135.5	2372	169	LD	LD	17	1	16	0.312780857	20	0.001084698	22	0.000908848	-0.426028144	-1.319714561	0.466498594	0.78174212	0.899922458	0	2	P	Maml3	CTCF_pos	NA	E		NA	Active_CTCF_neg	chr3-52100000-52110000-chr3-52930000-52940000
chr3	52100000	52110000	chr3	52950000	52960000	2306	543	2372	323.5	LD	LD	29	1	18	1	33	1.27257e-07	36	1.17746e-07	-0.624910368	-0.734245167	0.189939583	0.78174212	0.64910264	0	2	P	Maml3	CTCF_pos	NA	E		NA	Active_CTCF_pos	chr3-52100000-52110000-chr3-52950000-52960000
chr3	52190000	52200000	chr3	52920000	52930000	1376	276	1590.5	435.5	LD	LD	13	1	21	0.074574104	26	2.54079e-05	26	5.01138e-05	-0.704079199	-1.138254667	0.200702772	0.78174212	0.676684818	0	2	P	Gm37170	CTCF_pos	NA	P	Gm20750	CTCF_pos	NA	chr3-52190000-52200000-chr3-52920000-52930000
chr3	52190000	52200000	chr3	52950000	52960000	1376	543	1590.5	323.5	LD	LD	6	1	20	1	47	2.74e-15	30	1.94256e-05	-1.683452802	-0.874090214	0.001125277	0.053911747	0.02355074	0	2	P	Gm37170	CTCF_pos	NA	E		NA	Active_CTCF_pos	chr3-52190000-52200000-chr3-52950000-52960000
chr3	52240000	52250000	chr3	52840000	52850000	201	239.5	152	307	LD	LD	18	1	18	0.92575871	18	2.24461e-06	27	2.22742e-12	-0.387226223	-1.227274784	0.493358842	0.78174212	0.905657151	0	2	P	Olfr1398-ps1	CTCF_pos	NA	E		NA	Active_CTCF_pos	chr3-52240000-52250000-chr3-52840000-52850000
chr3	52240000	52250000	chr3	52930000	52940000	201	135.5	152	169	LD	LD	0	1	13	1	15	0.000226034	17	2.76286e-05	-1.393097646	-1.969550875	0.064520443	0.78174212	0.376267481	0	2	P	Olfr1398-ps1	CTCF_pos	NA	E		NA	Active_CTCF_neg	chr3-52240000-52250000-chr3-52930000-52940000
chr3	52240000	52250000	chr3	52950000	52960000	201	543	152	323.5	LD	LD	0	1	0	1	42	0	48	0	-8.537617054	-1.053356105	1e-17	9.97e-15	4.36e-15	0	2	P	Olfr1398-ps1	CTCF_pos	NA	E		NA	Active_CTCF_pos	chr3-52240000-52250000-chr3-52950000-52960000
chr3	52240000	52250000	chr3	52970000	52980000	201	125	152	99	LD	LD	0	1	0	1	27	5.00669e-06	31	5.26137e-08	-7.905632153	-1.627191778	1.48919e-11	6.14429e-09	2.6843e-09	0	2	P	Olfr1398-ps1	CTCF_pos	NA	S		NA	NA	chr3-52240000-52250000-chr3-52970000-52980000
chr3	52240000	52250000	chr3	52990000	53000000	201	150	152	166.5	LD	LD	0	1	0	1	24	5.0701e-06	24	1.10872e-05	-7.640547499	-1.860550162	8.95889e-10	2.66436e-07	1.16094e-07	0	2	P	Olfr1398-ps1	CTCF_pos	NA	P	Cog6	CTCF_pos	NA	chr3-52240000-52250000-chr3-52990000-53000000
chr3	52240000	52250000	chr3	53000000	53010000	201	151.5	152	161.5	LD	LD	0	1	0	1	22	2.17957e-05	17	0.009378682	-7.354679007	-2.106392257	3.50316e-08	7.44665e-06	3.24394e-06	0	2	P	Olfr1398-ps1	CTCF_pos	NA	S		NA	NA	chr3-52240000-52250000-chr3-53000000-53010000
chr3	52240000	52250000	chr3	53280000	53290000	201	830	152	1076	LD	LD	9	1	8	1	15	0.003067916	16	0.000992626	-0.937996615	-1.882418326	0.192996732	0.78174212	0.656441984	0	2	P	Olfr1398-ps1	CTCF_pos	NA	E		NA	Active_CTCF_pos	chr3-52240000-52250000-chr3-53280000-53290000
chr3	52250000	52260000	chr3	52950000	52960000	131	543	114.5	323.5	LD	LD	0	1	0	1	25	0.000190005	39	4.72546e-11	-8.032131687	-1.513465548	1.5438e-12	7.48205e-10	3.25828e-10	0	2	S		NA	NA	E		NA	Active_CTCF_pos	chr3-52250000-52260000-chr3-52950000-52960000
chr3	52260000	52270000	chr3	52360000	52370000	1234.5	444	1398	266.5	LD	ND	101	1	114	1	195	5e-17	197	0	-0.955124711	1.579747995	0.000130133	0.009462328	0.004117932	0	2	P	Foxo1,Gm20402	CTCF_pos	NA	E		NA	Active_CTCF_neg	chr3-52260000-52270000-chr3-52360000-52370000
chr3	52270000	52280000	chr3	52950000	52960000	387	543	437	323.5	LD	LD	9	1	11	1	16	3.08396e-06	12	0.008360084	-0.581781831	-1.879939237	0.415478965	0.78174212	0.891745774	0	2	E		NA	Active_CTCF_neg	E		NA	Active_CTCF_pos	chr3-52270000-52280000-chr3-52950000-52960000
chr3	52340000	52350000	chr3	52950000	52960000	400.5	543	378.5	323.5	LD	LD	0	1	10	1	25	1.07081e-07	21	5.99978e-05	-2.294130417	-1.677258638	0.001271623	0.059742461	0.026097157	0	2	E		NA	Active_CTCF_neg	E		NA	Active_CTCF_pos	chr3-52340000-52350000-chr3-52950000-52960000
chr3	52340000	52350000	chr3	53460000	53470000	400.5	1283.5	378.5	1446	LD	ND	18	1	13	0.017269824	32	1.2e-16	23	5.39408e-09	-0.918237779	-1.12099316	0.094991047	0.78174212	0.439874228	0	2	E		NA	Active_CTCF_neg	P	Nhlrc3,Proser1	CTCF_pos	NA	chr3-52340000-52350000-chr3-53460000-53470000
chr3	52360000	52370000	chr3	52440000	52450000	444	919.5	266.5	1095.5	ND	ND	78	1	74	1	160	2.71101e-09	135	3.93949e-06	-1.050571574	1.153666493	0.000132911	0.009644483	0.004213058	0	2	E		NA	Active_CTCF_neg	E		NA	Active_CTCF_pos	chr3-52360000-52370000-chr3-52440000-52450000
chr3	52360000	52370000	chr3	52560000	52570000	444	574.5	266.5	609.5	ND	ND	29	1	32	1	62	1.0472e-07	47	0.004914774	-0.937244195	-0.201406343	0.01923526	0.418304154	0.159160863	0	2	E		NA	Active_CTCF_neg	E		NA	Active_CTCF_pos	chr3-52360000-52370000-chr3-52560000-52570000
chr3	52360000	52370000	chr3	52630000	52640000	444	626	266.5	576.5	ND	ND	41	1	28	1	122	0	84	0	-1.673596461	0.485087313	5.97139e-07	9.324e-05	4.0575e-05	0	2	E		NA	Active_CTCF_neg	E		NA	Active_CTCF_pos	chr3-52360000-52370000-chr3-52630000-52640000
chr3	52360000	52370000	chr3	52840000	52850000	444	239.5	266.5	307	ND	LD	16	1	20	1	27	9.14823e-08	30	2.37395e-09	-0.744588842	-1.035064826	0.160714443	0.78174212	0.591561592	0	2	E		NA	Active_CTCF_neg	E		NA	Active_CTCF_pos	chr3-52360000-52370000-chr3-52840000-52850000
chr3	52360000	52370000	chr3	52920000	52930000	444	276	266.5	435.5	ND	LD	10	1	14	1	29	2.22642e-08	19	0.009282431	-1.104010786	-1.353793529	0.066272698	0.78174212	0.376267481	0	2	E		NA	Active_CTCF_neg	P	Gm20750	CTCF_pos	NA	chr3-52360000-52370000-chr3-52920000-52930000
chr3	52360000	52370000	chr3	52950000	52960000	444	543	266.5	323.5	ND	LD	0	1	0	1	44	2.08e-15	40	1.73705e-12	-8.44985578	-1.134797239	1.1e-16	9.875e-14	4.303e-14	0	2	E		NA	Active_CTCF_neg	E		NA	Active_CTCF_pos	chr3-52360000-52370000-chr3-52950000-52960000
chr3	52360000	52370000	chr3	53010000	53020000	444	388.5	266.5	384.5	ND	LD	9	1	5	1	18	0.002234172	24	1.3719e-06	-1.631848139	-1.688143424	0.018171891	0.401925055	0.15203334	0	2	E		NA	Active_CTCF_neg	P	Cog6	CTCF_neg	NA	chr3-52360000-52370000-chr3-53010000-53020000
chr3	52360000	52370000	chr3	53460000	53470000	444	1283.5	266.5	1446	ND	ND	20	0.369554377	12	1	21	3.41158e-05	34	1.204e-14	-0.831252674	-1.12802446	0.130521282	0.78174212	0.533540902	0	2	E		NA	Active_CTCF_neg	P	Nhlrc3,Proser1	CTCF_pos	NA	chr3-52360000-52370000-chr3-53460000-53470000
chr3	52370000	52380000	chr3	53460000	53470000	115.5	1283.5	115.5	1446	LD	ND	14	1	16	0.268514187	20	0.008176823	21	0.003343335	-0.533537011	-1.39023906	0.374731594	0.78174212	0.870012952	0	2	O		NA	NA	P	Nhlrc3,Proser1	CTCF_pos	NA	chr3-52370000-52380000-chr3-53460000-53470000
chr3	52390000	52400000	chr3	52950000	52960000	942.5	543	1407	323.5	ND	LD	15	1	19	1	26	6.81149e-07	28	4.87421e-07	-0.750484339	-1.107575038	0.16833663	0.78174212	0.609095026	0	2	E		NA	Active_CTCF_pos	E		NA	Active_CTCF_pos	chr3-52390000-52400000-chr3-52950000-52960000
chr3	52400000	52410000	chr3	52950000	52960000	382.5	543	484	323.5	LD	LD	5	1	7	1	20	3.9947e-05	17	0.007332604	-1.702476161	-1.845796036	0.020084863	0.433315377	0.159160863	0	2	E		NA	Active_CTCF_pos	E		NA	Active_CTCF_pos	chr3-52400000-52410000-chr3-52950000-52960000
chr3	52440000	52450000	chr3	52950000	52960000	919.5	543	1095.5	323.5	ND	LD	20	1	31	1	38	8.10518e-12	36	2.91017e-08	-0.632169667	-0.636120438	0.169870796	0.78174212	0.613078099	0	2	E		NA	Active_CTCF_pos	E		NA	Active_CTCF_pos	chr3-52440000-52450000-chr3-52950000-52960000
chr3	52450000	52460000	chr3	52950000	52960000	367	543	419.5	323.5	LD	LD	10	1	7	1	19	0.004139063	21	0.004583864	-1.298003181	-1.663418549	0.054676536	0.715532523	0.343797166	0	2	E		NA	Active_CTCF_pos	E		NA	Active_CTCF_pos	chr3-52450000-52460000-chr3-52950000-52960000
chr3	52630000	52640000	chr3	52950000	52960000	626	543	576.5	323.5	ND	LD	24	1	18	1	39	0.00028259	58	9.8521e-11	-1.264614565	-0.493588381	0.004490334	0.152343837	0.061033079	0	2	E		NA	Active_CTCF_pos	E		NA	Active_CTCF_pos	chr3-52630000-52640000-chr3-52950000-52960000
chr3	52950000	52960000	chr3	53460000	53470000	543	1283.5	323.5	1446	LD	ND	45	0.159278587	36	0.980265958	67	0	92	0	-1.037253998	0.261816564	0.003068205	0.115017058	0.050061733	0	2	E		NA	Active_CTCF_pos	P	Nhlrc3,Proser1	CTCF_pos	NA	chr3-52950000-52960000-chr3-53460000-53470000
chr3	52950000	52960000	chr3	53970000	53980000	543	3121.5	323.5	3429	LD	LD	15	1	11	1	15	0.00857949	18	0.002606373	-0.413022427	-1.629331972	0.527243685	0.78174212	0.918950659	0	2	E		NA	Active_CTCF_pos	E		NA	Active_CTCF_pos	chr3-52950000-52960000-chr3-53970000-53980000
chr3	53040000	53050000	chr3	53200000	53210000	406	225	501.5	259	LD	LD	11	1	8	1	36	0.002062099	38	2.00737e-05	-2.02651203	-1.018557006	0.000250813	0.016196911	0.007068708	0	2	P	Gm42901,Lhfp	CTCF_pos	NA	E		NA	Active_CTCF_pos	chr3-53040000-53050000-chr3-53200000-53210000
chr3	53040000	53050000	chr3	53440000	53450000	406	138.5	501.5	202	LD	LD	31	0.103653941	28	0.671437375	67	2.1655e-13	56	1.30887e-07	-1.150656559	-0.105883637	0.003287618	0.122325865	0.052833029	0	2	P	Gm42901,Lhfp	CTCF_pos	NA	S		NA	NA	chr3-53040000-53050000-chr3-53440000-53450000
chr3	53040000	53050000	chr3	53450000	53460000	406	185	501.5	207.5	LD	LD	36	0.012983783	33	0.135795839	58	2.0586e-06	61	2.28962e-07	-0.866692307	-0.07204047	0.024274645	0.4799963	0.181130277	0	2	P	Gm42901,Lhfp	CTCF_pos	NA	P	Gm16206	CTCF_neg	NA	chr3-53040000-53050000-chr3-53450000-53460000
chr3	53070000	53080000	chr3	53460000	53470000	109.5	1283.5	93	1446	LD	ND	40	1	40	0.762242381	45	9.0205e-13	62	0.001859481	-0.489207509	-0.092473955	0.203191203	0.78174212	0.680849361	0	2	P	Gm42898	CTCF_pos	NA	P	Nhlrc3,Proser1	CTCF_pos	NA	chr3-53070000-53080000-chr3-53460000-53470000
chr3	53200000	53210000	chr3	53460000	53470000	225	1283.5	259	1446	LD	ND	27	1	30	1	38	0.005595478	52	1.12098e-07	-0.729858621	-0.421922096	0.088141365	0.78174212	0.431356602	0	2	E		NA	Active_CTCF_pos	P	Nhlrc3,Proser1	CTCF_pos	NA	chr3-53200000-53210000-chr3-53460000-53470000
chr3	53270000	53280000	chr3	53460000	53470000	1784	1283.5	2370.5	1446	LD	ND	175	1	161	0.740393335	148	1.99591e-07	167	6.87979e-06	0.014031978	1.664790849	0.953874936	0.988631121	1	0	2	E		NA	Active_CTCF_pos	P	Nhlrc3,Proser1	CTCF_pos	NA	chr3-53270000-53280000-chr3-53460000-53470000
chr3	53460000	53470000	chr3	53970000	53980000	1283.5	3121.5	1446	3429	ND	LD	63	0.615055109	42	1	48	2.15377e-06	55	0.0003176	-0.044066632	0.059048818	0.904383939	0.988631121	1	0	2	P	Nhlrc3,Proser1	CTCF_pos	NA	E		NA	Active_CTCF_pos	chr3-53460000-53470000-chr3-53970000-53980000
chr3	53570000	53580000	chr3	53970000	53980000	450.5	3121.5	129	3429	LD	LD	77	1	74	1	149	0	135	0	-1.001816799	1.111844094	0.000301633	0.018944234	0.00824844	0	2	E		NA	Active_CTCF_neg	E		NA	Active_CTCF_pos	chr3-53570000-53580000-chr3-53970000-53980000
chr3	53570000	53580000	chr3	53980000	53990000	450.5	847	129	1104.5	LD	LD	24	1	23	1	65	0.00299368	43	4.2736e-10	-1.302320487	-0.318252943	0.001896419	0.081521679	0.035528866	0	2	E		NA	Active_CTCF_neg	E		NA	Active_CTCF_neg	chr3-53570000-53580000-chr3-53980000-53990000
chr3	53570000	53580000	chr3	54730000	54740000	450.5	1210	129	1375.5	LD	LD	11	1	10	1	20	1.29945e-05	16	0.000626804	-0.864890666	-1.660308111	0.194035136	0.78174212	0.659092884	0	2	E		NA	Active_CTCF_neg	P	Exosc8,Alg5	CTCF_pos	NA	chr3-53570000-53580000-chr3-54730000-54740000
chr3	54810000	54820000	chr3	55110000	55120000	116	454	118.5	445	ND	LD	9	0.383541839	12	0.187204701	21	6.56549e-06	21	1.07711e-05	-1.082239722	-1.538238051	0.092111049	0.78174212	0.431356602	0	2	P	Gm10254	CTCF_pos	NA	P	Spg20	CTCF_pos	NA	chr3-54810000-54820000-chr3-55110000-55120000
chr3	57730000	57740000	chr3	58520000	58530000	713	1339.5	694.5	1755	LD	LD	25	0.067614885	20	0.035018631	23	1.00437e-05	26	1.15434e-05	-0.198338937	-1.023749532	0.705700176	0.861243874	1	0	2	P	Rnf13	CTCF_pos	NA	P	Serp1,Eif2a,6720482G16Rik	CTCF_pos	NA	chr3-57730000-57740000-chr3-58520000-58530000
chr3	58510000	58520000	chr3	58630000	58640000	2034	135	2448	113.5	LD	LD	134	1	128	1	85	2.89215e-05	122	4.088e-14	0.272116774	1.189056173	0.31277559	0.78174212	0.841933278	0	2	E		NA	Active_CTCF_pos	P	Erich6	CTCF_neg	NA	chr3-58510000-58520000-chr3-58630000-58640000
chr3	58520000	58530000	chr3	58630000	58640000	1339.5	135	1755	113.5	LD	LD	69	1	62	1	85	3.80035e-07	85	0.000165897	-0.460108506	0.581806985	0.145589874	0.78174212	0.571083705	0	2	P	Serp1,Eif2a,6720482G16Rik	CTCF_pos	NA	P	Erich6	CTCF_neg	NA	chr3-58520000-58530000-chr3-58630000-58640000
chr3	58690000	58700000	chr3	60480000	60490000	857.5	957	1027	1117	LD	LD	9	1	12	0.023293552	13	0.002271703	17	8.78728e-06	-0.587894372	-1.817496436	0.399892239	0.78174212	0.887651797	0	2	P	Siah2,4930593A02Rik,A930028O11Rik	CTCF_pos	NA	E		NA	Active_CTCF_pos	chr3-58690000-58700000-chr3-60480000-60490000
chr3	63960000	63970000	chr3	65940000	65950000	649.5	127	815.5	131.5	LD	LD	7	1	4	1	13	2.86819e-06	12	1.90802e-05	-1.247153263	-2.223706042	0.129454896	0.78174212	0.532551606	0	2	P	Slc33a1,Gm26850	CTCF_pos	NA	P	Ccnl1	CTCF_pos	NA	chr3-63960000-63970000-chr3-65940000-65950000
chr3	65380000	65390000	chr3	65970000	65980000	124.5	750.5	145.5	655.5	LD	LD	17	1	19	0.120669597	31	1.36368e-05	28	0.002909723	-0.802049756	-0.999460977	0.126569383	0.78174212	0.527578371	0	2	P	Ssr3	CTCF_pos	NA	E		NA	Active_CTCF_pos	chr3-65380000-65390000-chr3-65970000-65980000
chr3	65390000	65400000	chr3	65940000	65950000	529	127	523.5	131.5	ND	LD	12	1	10	1	21	6.2908e-10	18	1.92634e-06	-0.908824747	-1.574547728	0.160488026	0.78174212	0.591932038	0	2	P	Ssr3,Gm5540	CTCF_pos	NA	P	Ccnl1	CTCF_pos	NA	chr3-65390000-65400000-chr3-65940000-65950000
chr3	65520000	65530000	chr3	67580000	67590000	1025	471	1262.5	430	ND	ND	10	0.116285086	8	0.250539927	12	0.004004116	19	5.89146e-08	-0.837366179	-1.866564246	0.241080965	0.78174212	0.751506372	0	2	P	4931440P22Rik,Gm22279,Tiparp	CTCF_pos	NA	P	Mfsd1	CTCF_pos	NA	chr3-65520000-65530000-chr3-67580000-67590000
chr3	65650000	65660000	chr3	65940000	65950000	383.5	127	283.5	131.5	LD	LD	8	1	13	1	29	4.08074e-05	27	0.001499529	-1.501868759	-1.272132845	0.011125168	0.291410722	0.113564353	0	2	P	Mir8120	CTCF_pos	NA	P	Ccnl1	CTCF_pos	NA	chr3-65650000-65660000-chr3-65940000-65950000
chr3	65650000	65660000	chr3	65970000	65980000	383.5	750.5	283.5	655.5	LD	LD	13	1	19	0.045184853	58	7.8595e-13	49	1.36677e-06	-1.835250239	-0.471791107	4.83642e-05	0.004173707	0.001819081	0	2	P	Mir8120	CTCF_pos	NA	E		NA	Active_CTCF_pos	chr3-65650000-65660000-chr3-65970000-65980000
chr3	65940000	65950000	chr3	65970000	65980000	127	750.5	131.5	655.5	LD	LD	85	1	71	1	150	0.001417713	156	0.001881653	-1.05229843	1.194140083	0.0001124	0.008471746	0.003686731	0	2	P	Ccnl1	CTCF_pos	NA	E		NA	Active_CTCF_pos	chr3-65940000-65950000-chr3-65970000-65980000
chr3	67490000	67500000	chr3	67580000	67590000	397	471	1277	430	LD	ND	66	1	127	0.015828748	54	0.007057759	89	9.46901e-05	0.356445299	0.70528514	0.242230102	0.78174212	0.752244996	0	2	E		NA	Active_CTCF_pos	P	Mfsd1	CTCF_pos	NA	chr3-67490000-67500000-chr3-67580000-67590000
chr3	67550000	67560000	chr3	67580000	67590000	98.5	471	116	430	LD	ND	52	1	57	1	95	0.000532337	100	0.006414734	-0.923969248	0.598576978	0.003562373	0.129993089	0.055593803	0	2	P	Gm35299	CTCF_neg	NA	P	Mfsd1	CTCF_pos	NA	chr3-67550000-67560000-chr3-67580000-67590000
chr3	68650000	68660000	chr3	68670000	68680000	347.5	1305	495.5	1469.5	ND	LD	292	1	282	1	332	4.32756e-06	390	8.94e-15	-0.408743745	2.653372917	0.037743845	0.61495393	0.254737326	0	2	E		NA	Active_CTCF_neg	E		NA	Active_CTCF_pos	chr3-68650000-68660000-chr3-68670000-68680000
chr3	68650000	68660000	chr3	68690000	68700000	347.5	2264	495.5	3060.5	ND	ND	417	1	487	1	478	0	434	0	-0.10892225	3.13859161	0.539468244	0.78174212	0.923570504	0	2	E		NA	Active_CTCF_neg	P	Il12a	CTCF_pos	NA	chr3-68650000-68660000-chr3-68690000-68700000
chr3	68650000	68660000	chr3	68700000	68710000	347.5	785	495.5	932.5	ND	ND	117	1	154	1	215	0	159	8.18242e-09	-0.573472126	1.669111782	0.018398821	0.401925055	0.153737126	0	2	E		NA	Active_CTCF_neg	E		NA	Active_CTCF_pos	chr3-68650000-68660000-chr3-68700000-68710000
chr3	68650000	68660000	chr3	69000000	69010000	347.5	2098.5	495.5	2362	ND	LD	58	1	37	1	40	0.000421391	48	9.95134e-05	0.041455331	-0.120075761	0.914612534	0.988631121	1	0	2	E		NA	Active_CTCF_neg	P	Ift80,Smc4,Mir15b,Mir16-2	CTCF_pos	NA	chr3-68650000-68660000-chr3-69000000-69010000
chr3	68970000	68980000	chr3	69010000	69020000	860.5	466.5	747	424.5	LD	LD	37	1	50	1	202	4.241e-13	174	7.35919e-08	-2.209580877	1.215002692	5.04e-15	3.50564e-12	1.52996e-12	0	2	P	Ift80	CTCF_pos	NA	P	Smc4	CTCF_neg	NA	chr3-68970000-68980000-chr3-69010000-69020000
chr3	68970000	68980000	chr3	69040000	69050000	860.5	1234.5	747	1497.5	LD	LD	66	0.892314164	52	1	175	5.02304e-11	129	0.002139162	-1.461826331	1.083705004	2.30252e-07	4.00353e-05	1.74732e-05	0	2	P	Ift80	CTCF_pos	NA	P	Trim59	CTCF_pos	NA	chr3-68970000-68980000-chr3-69040000-69050000
chr3	69010000	69020000	chr3	69040000	69050000	466.5	1234.5	424.5	1497.5	LD	LD	136	1	114	0.17856146	168	0.000138859	166	0.001971528	-0.501664022	1.52180768	0.045640574	0.66898933	0.297146677	0	2	P	Smc4	CTCF_neg	NA	P	Trim59	CTCF_pos	NA	chr3-69010000-69020000-chr3-69040000-69050000
chr3	69240000	69250000	chr3	69720000	69730000	70.5	765.5	59.5	872.5	LD	LD	18	1	24	1	44	3.10115e-06	41	0.001023776	-1.108090352	-0.606552909	0.016191242	0.372178558	0.142448606	0	2	S		NA	NA	P	Nmd3	CTCF_pos	NA	chr3-69240000-69250000-chr3-69720000-69730000
chr3	79230000	79240000	chr3	79280000	79290000	335.5	447	284	473	LD	LD	37	0.528859393	50	0.356624352	87	3.82122e-06	83	4.60701e-05	-1.059813659	0.366395452	0.001829198	0.079379763	0.034629504	0	2	E		NA	Active_CTCF_neg	P	Rapgef2,6430573P05Rik	CTCF_pos	NA	chr3-79230000-79240000-chr3-79280000-79290000
chr3	79250000	79260000	chr3	79480000	79490000	195	471.5	344	389.5	LD	LD	8	1	20	1	29	0.007518943	28	0.006478638	-1.121955064	-1.149817434	0.044431977	0.664700938	0.290622923	0	2	E		NA	Active_CTCF_neg	E		NA	Active_CTCF_neg	chr3-79250000-79260000-chr3-79480000-79490000
chr3	79250000	79260000	chr3	79560000	79570000	195	270.5	344	86.5	LD	LD	8	1	13	1	19	0.003870002	22	2.94985e-05	-1.04399849	-1.564271072	0.106722749	0.78174212	0.475746285	0	2	E		NA	Active_CTCF_neg	P	Fnip2,4930589L23Rik	CTCF_pos	NA	chr3-79250000-79260000-chr3-79560000-79570000
chr3	79280000	79290000	chr3	79480000	79490000	447	471.5	473	389.5	LD	LD	15	0.569261509	22	0.307217194	37	0.002635985	40	3.87418e-05	-1.141832197	-0.757788078	0.01887761	0.411280177	0.156903316	0	2	P	Rapgef2,6430573P05Rik	CTCF_pos	NA	E		NA	Active_CTCF_neg	chr3-79280000-79290000-chr3-79480000-79490000
